Écarté: OG0040645.fa (1 séquences, 1 espèces)
Écarté: OG0022053.fa (2 séquences, 1 espèces)
Écarté: OG0047206.fa (1 séquences, 1 espèces)
Écarté: OG0061976.fa (1 séquences, 1 espèces)
Écarté: OG0011423.fa (10 séquences, 3 espèces)
Écarté: OG0038739.fa (1 séquences, 1 espèces)
Écarté: OG0056598.fa (1 séquences, 1 espèces)
Écarté: OG0026084.fa (1 séquences, 1 espèces)
Écarté: OG0011540.fa (9 séquences, 7 espèces)
Écarté: OG0020649.fa (2 séquences, 1 espèces)
Écarté: OG0036061.fa (1 séquences, 1 espèces)
Écarté: OG0058036.fa (1 séquences, 1 espèces)
Écarté: OG0062550.fa (1 séquences, 1 espèces)
Écarté: OG0042117.fa (1 séquences, 1 espèces)
Écarté: OG0013681.fa (5 séquences, 1 espèces)
Écarté: OG0026633.fa (1 séquences, 1 espèces)
Écarté: OG0026943.fa (1 séquences, 1 espèces)
Écarté: OG0042160.fa (1 séquences, 1 espèces)
Écarté: OG0062411.fa (1 séquences, 1 espèces)
Écarté: OG0057640.fa (1 séquences, 1 espèces)
Écarté: OG0072532.fa (1 séquences, 1 espèces)
Écarté: OG0020921.fa (2 séquences, 1 espèces)
Écarté: OG0047570.fa (1 séquences, 1 espèces)
Écarté: OG0011048.fa (11 séquences, 5 espèces)
Écarté: OG0047266.fa (1 séquences, 1 espèces)
Écarté: OG0031615.fa (1 séquences, 1 espèces)
Écarté: OG0051849.fa (1 séquences, 1 espèces)
Écarté: OG0032500.fa (1 séquences, 1 espèces)
Écarté: OG0019622.fa (2 séquences, 1 espèces)
Écarté: OG0004862.fa (40 séquences, 17 espèces)
Écarté: OG0051886.fa (1 séquences, 1 espèces)
Écarté: OG0051072.fa (1 séquences, 1 espèces)
Écarté: OG0051795.fa (1 séquences, 1 espèces)
Écarté: OG0032003.fa (1 séquences, 1 espèces)
Écarté: OG0024243.fa (2 séquences, 2 espèces)
Écarté: OG0021368.fa (2 séquences, 1 espèces)
Écarté: OG0052059.fa (1 séquences, 1 espèces)
Écarté: OG0021586.fa (2 séquences, 2 espèces)
Écarté: OG0041062.fa (1 séquences, 1 espèces)
Écarté: OG0070282.fa (1 séquences, 1 espèces)
Écarté: OG0021866.fa (2 séquences, 1 espèces)
Écarté: OG0042125.fa (1 séquences, 1 espèces)
Écarté: OG0051508.fa (1 séquences, 1 espèces)
Écarté: OG0022098.fa (2 séquences, 1 espèces)
Écarté: OG0032877.fa (1 séquences, 1 espèces)
Écarté: OG0018935.fa (2 séquences, 2 espèces)
Écarté: OG0064766.fa (1 séquences, 1 espèces)
Écarté: OG0057038.fa (1 séquences, 1 espèces)
Écarté: OG0001242.fa (110 séquences, 3 espèces)
Écarté: OG0016302.fa (3 séquences, 2 espèces)
Écarté: OG0047486.fa (1 séquences, 1 espèces)
Écarté: OG0046811.fa (1 séquences, 1 espèces)
Écarté: OG0014945.fa (4 séquences, 4 espèces)
Écarté: OG0011397.fa (10 séquences, 2 espèces)
Écarté: OG0064399.fa (1 séquences, 1 espèces)
Écarté: OG0052505.fa (1 séquences, 1 espèces)
Écarté: OG0020513.fa (2 séquences, 2 espèces)
Écarté: OG0050589.fa (1 séquences, 1 espèces)
Écarté: OG0024132.fa (2 séquences, 1 espèces)
Écarté: OG0006009.fa (34 séquences, 16 espèces)
Écarté: OG0026429.fa (1 séquences, 1 espèces)
Écarté: OG0023953.fa (2 séquences, 1 espèces)
Écarté: OG0034684.fa (1 séquences, 1 espèces)
Écarté: OG0051755.fa (1 séquences, 1 espèces)
Écarté: OG0013855.fa (5 séquences, 1 espèces)
Écarté: OG0069181.fa (1 séquences, 1 espèces)
Écarté: OG0009331.fa (22 séquences, 15 espèces)
Écarté: OG0064351.fa (1 séquences, 1 espèces)
Écarté: OG0014404.fa (5 séquences, 1 espèces)
Écarté: OG0036469.fa (1 séquences, 1 espèces)
Écarté: OG0003386.fa (54 séquences, 15 espèces)
Écarté: OG0044610.fa (1 séquences, 1 espèces)
Écarté: OG0003247.fa (55 séquences, 17 espèces)
Écarté: OG0057784.fa (1 séquences, 1 espèces)
Retenu: OG0007498.fa (29 séquences, 17 espèces)
Écarté: OG0002925.fa (59 séquences, 17 espèces)
Écarté: OG0029936.fa (1 séquences, 1 espèces)
Écarté: OG0009389.fa (22 séquences, 16 espèces)
Écarté: OG0049368.fa (1 séquences, 1 espèces)
Écarté: OG0050681.fa (1 séquences, 1 espèces)
Écarté: OG0012866.fa (6 séquences, 6 espèces)
Retenu: OG0009044.fa (23 séquences, 17 espèces)
Écarté: OG0063039.fa (1 séquences, 1 espèces)
Écarté: OG0022243.fa (2 séquences, 1 espèces)
Écarté: OG0043453.fa (1 séquences, 1 espèces)
Écarté: OG0043491.fa (1 séquences, 1 espèces)
Écarté: OG0031149.fa (1 séquences, 1 espèces)
Écarté: OG0001019.fa (125 séquences, 17 espèces)
Écarté: OG0002233.fa (72 séquences, 16 espèces)
Écarté: OG0047257.fa (1 séquences, 1 espèces)
Écarté: OG0046847.fa (1 séquences, 1 espèces)
Écarté: OG0039081.fa (1 séquences, 1 espèces)
Écarté: OG0023333.fa (2 séquences, 2 espèces)
Écarté: OG0042361.fa (1 séquences, 1 espèces)
Écarté: OG0020848.fa (2 séquences, 1 espèces)
Écarté: OG0004838.fa (41 séquences, 17 espèces)
Écarté: OG0016764.fa (3 séquences, 2 espèces)
Écarté: OG0066988.fa (1 séquences, 1 espèces)
Écarté: OG0052030.fa (1 séquences, 1 espèces)
Écarté: OG0005147.fa (39 séquences, 17 espèces)
Écarté: OG0025516.fa (1 séquences, 1 espèces)
Écarté: OG0018017.fa (3 séquences, 1 espèces)
Retenu: OG0007484.fa (29 séquences, 17 espèces)
Écarté: OG0019414.fa (2 séquences, 1 espèces)
Écarté: OG0043228.fa (1 séquences, 1 espèces)
Écarté: OG0045908.fa (1 séquences, 1 espèces)
Écarté: OG0000136.fa (409 séquences, 17 espèces)
Écarté: OG0000596.fa (180 séquences, 16 espèces)
Écarté: OG0007272.fa (30 séquences, 16 espèces)
Écarté: OG0060070.fa (1 séquences, 1 espèces)
Écarté: OG0033826.fa (1 séquences, 1 espèces)
Écarté: OG0009226.fa (23 séquences, 9 espèces)
Écarté: OG0054124.fa (1 séquences, 1 espèces)
Écarté: OG0065858.fa (1 séquences, 1 espèces)
Écarté: OG0011592.fa (9 séquences, 2 espèces)
Écarté: OG0056446.fa (1 séquences, 1 espèces)
Écarté: OG0047791.fa (1 séquences, 1 espèces)
Écarté: OG0045088.fa (1 séquences, 1 espèces)
Écarté: OG0002704.fa (63 séquences, 16 espèces)
Retenu: OG0009523.fa (21 séquences, 17 espèces)
Écarté: OG0030227.fa (1 séquences, 1 espèces)
Écarté: OG0056720.fa (1 séquences, 1 espèces)
Écarté: OG0006805.fa (31 séquences, 17 espèces)
Écarté: OG0062752.fa (1 séquences, 1 espèces)
Écarté: OG0031677.fa (1 séquences, 1 espèces)
Écarté: OG0044076.fa (1 séquences, 1 espèces)
Écarté: OG0061488.fa (1 séquences, 1 espèces)
Écarté: OG0018856.fa (2 séquences, 1 espèces)
Écarté: OG0005848.fa (35 séquences, 17 espèces)
Écarté: OG0042670.fa (1 séquences, 1 espèces)
Écarté: OG0008031.fa (27 séquences, 16 espèces)
Écarté: OG0002455.fa (67 séquences, 17 espèces)
Écarté: OG0027812.fa (1 séquences, 1 espèces)
Écarté: OG0063220.fa (1 séquences, 1 espèces)
Écarté: OG0061532.fa (1 séquences, 1 espèces)
Écarté: OG0022809.fa (2 séquences, 1 espèces)
Écarté: OG0057385.fa (1 séquences, 1 espèces)
Écarté: OG0072781.fa (1 séquences, 1 espèces)
Écarté: OG0004840.fa (41 séquences, 17 espèces)
Écarté: OG0042111.fa (1 séquences, 1 espèces)
Écarté: OG0041244.fa (1 séquences, 1 espèces)
Écarté: OG0052063.fa (1 séquences, 1 espèces)
Écarté: OG0001989.fa (79 séquences, 17 espèces)
Écarté: OG0056376.fa (1 séquences, 1 espèces)
Écarté: OG0017118.fa (3 séquences, 1 espèces)
Écarté: OG0065730.fa (1 séquences, 1 espèces)
Écarté: OG0032811.fa (1 séquences, 1 espèces)
Écarté: OG0020636.fa (2 séquences, 1 espèces)
Écarté: OG0017365.fa (3 séquences, 1 espèces)
Écarté: OG0027203.fa (1 séquences, 1 espèces)
Écarté: OG0061668.fa (1 séquences, 1 espèces)
Écarté: OG0063934.fa (1 séquences, 1 espèces)
Écarté: OG0067228.fa (1 séquences, 1 espèces)
Écarté: OG0055353.fa (1 séquences, 1 espèces)
Écarté: OG0004153.fa (46 séquences, 17 espèces)
Écarté: OG0030009.fa (1 séquences, 1 espèces)
Écarté: OG0043125.fa (1 séquences, 1 espèces)
Écarté: OG0050809.fa (1 séquences, 1 espèces)
Écarté: OG0008950.fa (24 séquences, 11 espèces)
Écarté: OG0017015.fa (3 séquences, 1 espèces)
Écarté: OG0028216.fa (1 séquences, 1 espèces)
Écarté: OG0015922.fa (4 séquences, 1 espèces)
Écarté: OG0003877.fa (48 séquences, 15 espèces)
Écarté: OG0040755.fa (1 séquences, 1 espèces)
Écarté: OG0072081.fa (1 séquences, 1 espèces)
Écarté: OG0003038.fa (58 séquences, 17 espèces)
Écarté: OG0012842.fa (6 séquences, 4 espèces)
Écarté: OG0048894.fa (1 séquences, 1 espèces)
Écarté: OG0009478.fa (21 séquences, 9 espèces)
Écarté: OG0073437.fa (1 séquences, 1 espèces)
Écarté: OG0004656.fa (42 séquences, 17 espèces)
Écarté: OG0048398.fa (1 séquences, 1 espèces)
Écarté: OG0029296.fa (1 séquences, 1 espèces)
Écarté: OG0027930.fa (1 séquences, 1 espèces)
Écarté: OG0048525.fa (1 séquences, 1 espèces)
Écarté: OG0044818.fa (1 séquences, 1 espèces)
Écarté: OG0054270.fa (1 séquences, 1 espèces)
Écarté: OG0051951.fa (1 séquences, 1 espèces)
Écarté: OG0000351.fa (247 séquences, 7 espèces)
Écarté: OG0059160.fa (1 séquences, 1 espèces)
Écarté: OG0040565.fa (1 séquences, 1 espèces)
Écarté: OG0028279.fa (1 séquences, 1 espèces)
Écarté: OG0050103.fa (1 séquences, 1 espèces)
Écarté: OG0008018.fa (27 séquences, 16 espèces)
Écarté: OG0060779.fa (1 séquences, 1 espèces)
Écarté: OG0065102.fa (1 séquences, 1 espèces)
Écarté: OG0053300.fa (1 séquences, 1 espèces)
Écarté: OG0011586.fa (9 séquences, 4 espèces)
Écarté: OG0032196.fa (1 séquences, 1 espèces)
Écarté: OG0049578.fa (1 séquences, 1 espèces)
Écarté: OG0046297.fa (1 séquences, 1 espèces)
Écarté: OG0033535.fa (1 séquences, 1 espèces)
Écarté: OG0072346.fa (1 séquences, 1 espèces)
Écarté: OG0072514.fa (1 séquences, 1 espèces)
Écarté: OG0005866.fa (35 séquences, 16 espèces)
Écarté: OG0020045.fa (2 séquences, 2 espèces)
Écarté: OG0071069.fa (1 séquences, 1 espèces)
Écarté: OG0048203.fa (1 séquences, 1 espèces)
Écarté: OG0052969.fa (1 séquences, 1 espèces)
Écarté: OG0065400.fa (1 séquences, 1 espèces)
Écarté: OG0061928.fa (1 séquences, 1 espèces)
Écarté: OG0024094.fa (2 séquences, 1 espèces)
Écarté: OG0046806.fa (1 séquences, 1 espèces)
Écarté: OG0037846.fa (1 séquences, 1 espèces)
Écarté: OG0023001.fa (2 séquences, 1 espèces)
Écarté: OG0070408.fa (1 séquences, 1 espèces)
Écarté: OG0014843.fa (4 séquences, 2 espèces)
Écarté: OG0028479.fa (1 séquences, 1 espèces)
Écarté: OG0032084.fa (1 séquences, 1 espèces)
Écarté: OG0018941.fa (2 séquences, 1 espèces)
Écarté: OG0064755.fa (1 séquences, 1 espèces)
Écarté: OG0055002.fa (1 séquences, 1 espèces)
Écarté: OG0052901.fa (1 séquences, 1 espèces)
Écarté: OG0066921.fa (1 séquences, 1 espèces)
Écarté: OG0001151.fa (116 séquences, 17 espèces)
Écarté: OG0070844.fa (1 séquences, 1 espèces)
Écarté: OG0058345.fa (1 séquences, 1 espèces)
Écarté: OG0002901.fa (60 séquences, 7 espèces)
Écarté: OG0069209.fa (1 séquences, 1 espèces)
Écarté: OG0028666.fa (1 séquences, 1 espèces)
Écarté: OG0016258.fa (3 séquences, 1 espèces)
Écarté: OG0027417.fa (1 séquences, 1 espèces)
Écarté: OG0059391.fa (1 séquences, 1 espèces)
Écarté: OG0024629.fa (2 séquences, 1 espèces)
Écarté: OG0033033.fa (1 séquences, 1 espèces)
Écarté: OG0031165.fa (1 séquences, 1 espèces)
Écarté: OG0035500.fa (1 séquences, 1 espèces)
Écarté: OG0011005.fa (11 séquences, 4 espèces)
Écarté: OG0073348.fa (1 séquences, 1 espèces)
Écarté: OG0041082.fa (1 séquences, 1 espèces)
Écarté: OG0052113.fa (1 séquences, 1 espèces)
Écarté: OG0050145.fa (1 séquences, 1 espèces)
Écarté: OG0051651.fa (1 séquences, 1 espèces)
Écarté: OG0055674.fa (1 séquences, 1 espèces)
Écarté: OG0015364.fa (4 séquences, 2 espèces)
Écarté: OG0072530.fa (1 séquences, 1 espèces)
Écarté: OG0036083.fa (1 séquences, 1 espèces)
Écarté: OG0012454.fa (7 séquences, 2 espèces)
Écarté: OG0003914.fa (48 séquences, 16 espèces)
Écarté: OG0047318.fa (1 séquences, 1 espèces)
Écarté: OG0009633.fa (20 séquences, 14 espèces)
Écarté: OG0059350.fa (1 séquences, 1 espèces)
Écarté: OG0008070.fa (27 séquences, 16 espèces)
Écarté: OG0073190.fa (1 séquences, 1 espèces)
Écarté: OG0064652.fa (1 séquences, 1 espèces)
Écarté: OG0018685.fa (2 séquences, 1 espèces)
Écarté: OG0042769.fa (1 séquences, 1 espèces)
Écarté: OG0024036.fa (2 séquences, 1 espèces)
Écarté: OG0058489.fa (1 séquences, 1 espèces)
Écarté: OG0050281.fa (1 séquences, 1 espèces)
Écarté: OG0015487.fa (4 séquences, 1 espèces)
Écarté: OG0059243.fa (1 séquences, 1 espèces)
Écarté: OG0009583.fa (21 séquences, 6 espèces)
Écarté: OG0045146.fa (1 séquences, 1 espèces)
Écarté: OG0006313.fa (33 séquences, 15 espèces)
Écarté: OG0012937.fa (6 séquences, 3 espèces)
Écarté: OG0008203.fa (27 séquences, 7 espèces)
Écarté: OG0024728.fa (2 séquences, 1 espèces)
Écarté: OG0014693.fa (4 séquences, 2 espèces)
Écarté: OG0006326.fa (33 séquences, 17 espèces)
Écarté: OG0065625.fa (1 séquences, 1 espèces)
Écarté: OG0026272.fa (1 séquences, 1 espèces)
Écarté: OG0067377.fa (1 séquences, 1 espèces)
Écarté: OG0046892.fa (1 séquences, 1 espèces)
Écarté: OG0031415.fa (1 séquences, 1 espèces)
Écarté: OG0003753.fa (49 séquences, 17 espèces)
Écarté: OG0036235.fa (1 séquences, 1 espèces)
Écarté: OG0028503.fa (1 séquences, 1 espèces)
Écarté: OG0064591.fa (1 séquences, 1 espèces)
Retenu: OG0007573.fa (29 séquences, 17 espèces)
Écarté: OG0055187.fa (1 séquences, 1 espèces)
Écarté: OG0072842.fa (1 séquences, 1 espèces)
Écarté: OG0059145.fa (1 séquences, 1 espèces)
Écarté: OG0039886.fa (1 séquences, 1 espèces)
Écarté: OG0070870.fa (1 séquences, 1 espèces)
Écarté: OG0016936.fa (3 séquences, 1 espèces)
Écarté: OG0054040.fa (1 séquences, 1 espèces)
Écarté: OG0033726.fa (1 séquences, 1 espèces)
Écarté: OG0002897.fa (60 séquences, 17 espèces)
Écarté: OG0018116.fa (3 séquences, 1 espèces)
Écarté: OG0043437.fa (1 séquences, 1 espèces)
Écarté: OG0027126.fa (1 séquences, 1 espèces)
Écarté: OG0053652.fa (1 séquences, 1 espèces)
Écarté: OG0016983.fa (3 séquences, 2 espèces)
Écarté: OG0016822.fa (3 séquences, 1 espèces)
Écarté: OG0067613.fa (1 séquences, 1 espèces)
Écarté: OG0070568.fa (1 séquences, 1 espèces)
Écarté: OG0028757.fa (1 séquences, 1 espèces)
Écarté: OG0047545.fa (1 séquences, 1 espèces)
Écarté: OG0022646.fa (2 séquences, 1 espèces)
Écarté: OG0046503.fa (1 séquences, 1 espèces)
Écarté: OG0027926.fa (1 séquences, 1 espèces)
Écarté: OG0047181.fa (1 séquences, 1 espèces)
Écarté: OG0071467.fa (1 séquences, 1 espèces)
Écarté: OG0053350.fa (1 séquences, 1 espèces)
Écarté: OG0004617.fa (42 séquences, 16 espèces)
Écarté: OG0071644.fa (1 séquences, 1 espèces)
Écarté: OG0009070.fa (23 séquences, 16 espèces)
Écarté: OG0058714.fa (1 séquences, 1 espèces)
Écarté: OG0040926.fa (1 séquences, 1 espèces)
Écarté: OG0031844.fa (1 séquences, 1 espèces)
Écarté: OG0033662.fa (1 séquences, 1 espèces)
Écarté: OG0042096.fa (1 séquences, 1 espèces)
Écarté: OG0025762.fa (1 séquences, 1 espèces)
Écarté: OG0037673.fa (1 séquences, 1 espèces)
Écarté: OG0014276.fa (5 séquences, 1 espèces)
Écarté: OG0059804.fa (1 séquences, 1 espèces)
Écarté: OG0021313.fa (2 séquences, 1 espèces)
Écarté: OG0027727.fa (1 séquences, 1 espèces)
Écarté: OG0071194.fa (1 séquences, 1 espèces)
Écarté: OG0041741.fa (1 séquences, 1 espèces)
Écarté: OG0031908.fa (1 séquences, 1 espèces)
Écarté: OG0016136.fa (3 séquences, 2 espèces)
Écarté: OG0016466.fa (3 séquences, 1 espèces)
Écarté: OG0033680.fa (1 séquences, 1 espèces)
Écarté: OG0009349.fa (22 séquences, 11 espèces)
Écarté: OG0002374.fa (69 séquences, 17 espèces)
Écarté: OG0027844.fa (1 séquences, 1 espèces)
Écarté: OG0038024.fa (1 séquences, 1 espèces)
Écarté: OG0021625.fa (2 séquences, 1 espèces)
Écarté: OG0033215.fa (1 séquences, 1 espèces)
Écarté: OG0032020.fa (1 séquences, 1 espèces)
Écarté: OG0046828.fa (1 séquences, 1 espèces)
Écarté: OG0016778.fa (3 séquences, 3 espèces)
Écarté: OG0070749.fa (1 séquences, 1 espèces)
Écarté: OG0057823.fa (1 séquences, 1 espèces)
Écarté: OG0048968.fa (1 séquences, 1 espèces)
Écarté: OG0073022.fa (1 séquences, 1 espèces)
Écarté: OG0037584.fa (1 séquences, 1 espèces)
Écarté: OG0013667.fa (5 séquences, 4 espèces)
Écarté: OG0061073.fa (1 séquences, 1 espèces)
Écarté: OG0030065.fa (1 séquences, 1 espèces)
Écarté: OG0064508.fa (1 séquences, 1 espèces)
Écarté: OG0062322.fa (1 séquences, 1 espèces)
Écarté: OG0047930.fa (1 séquences, 1 espèces)
Écarté: OG0020381.fa (2 séquences, 2 espèces)
Écarté: OG0019811.fa (2 séquences, 2 espèces)
Écarté: OG0037621.fa (1 séquences, 1 espèces)
Écarté: OG0038000.fa (1 séquences, 1 espèces)
Écarté: OG0062436.fa (1 séquences, 1 espèces)
Écarté: OG0036379.fa (1 séquences, 1 espèces)
Écarté: OG0025543.fa (1 séquences, 1 espèces)
Écarté: OG0049496.fa (1 séquences, 1 espèces)
Écarté: OG0016691.fa (3 séquences, 2 espèces)
Écarté: OG0009388.fa (22 séquences, 15 espèces)
Écarté: OG0026710.fa (1 séquences, 1 espèces)
Écarté: OG0053543.fa (1 séquences, 1 espèces)
Écarté: OG0013567.fa (5 séquences, 2 espèces)
Écarté: OG0062154.fa (1 séquences, 1 espèces)
Écarté: OG0068334.fa (1 séquences, 1 espèces)
Écarté: OG0013562.fa (5 séquences, 2 espèces)
Écarté: OG0013571.fa (5 séquences, 2 espèces)
Écarté: OG0030385.fa (1 séquences, 1 espèces)
Écarté: OG0064301.fa (1 séquences, 1 espèces)
Écarté: OG0008767.fa (25 séquences, 2 espèces)
Écarté: OG0033655.fa (1 séquences, 1 espèces)
Écarté: OG0006139.fa (34 séquences, 13 espèces)
Écarté: OG0017215.fa (3 séquences, 2 espèces)
Écarté: OG0018323.fa (3 séquences, 1 espèces)
Écarté: OG0003446.fa (53 séquences, 17 espèces)
Écarté: OG0053152.fa (1 séquences, 1 espèces)
Écarté: OG0060422.fa (1 séquences, 1 espèces)
Écarté: OG0005308.fa (38 séquences, 16 espèces)
Écarté: OG0061555.fa (1 séquences, 1 espèces)
Écarté: OG0058608.fa (1 séquences, 1 espèces)
Écarté: OG0072809.fa (1 séquences, 1 espèces)
Écarté: OG0058416.fa (1 séquences, 1 espèces)
Écarté: OG0010407.fa (15 séquences, 3 espèces)
Écarté: OG0066927.fa (1 séquences, 1 espèces)
Écarté: OG0056987.fa (1 séquences, 1 espèces)
Écarté: OG0056752.fa (1 séquences, 1 espèces)
Écarté: OG0071519.fa (1 séquences, 1 espèces)
Écarté: OG0001254.fa (109 séquences, 17 espèces)
Écarté: OG0019268.fa (2 séquences, 2 espèces)
Écarté: OG0054831.fa (1 séquences, 1 espèces)
Écarté: OG0066564.fa (1 séquences, 1 espèces)
Écarté: OG0018099.fa (3 séquences, 1 espèces)
Écarté: OG0042809.fa (1 séquences, 1 espèces)
Écarté: OG0064074.fa (1 séquences, 1 espèces)
Écarté: OG0050304.fa (1 séquences, 1 espèces)
Écarté: OG0023212.fa (2 séquences, 1 espèces)
Écarté: OG0000789.fa (149 séquences, 16 espèces)
Retenu: OG0007485.fa (29 séquences, 17 espèces)
Écarté: OG0038485.fa (1 séquences, 1 espèces)
Écarté: OG0029219.fa (1 séquences, 1 espèces)
Écarté: OG0011141.fa (11 séquences, 2 espèces)
Écarté: OG0059453.fa (1 séquences, 1 espèces)
Écarté: OG0030188.fa (1 séquences, 1 espèces)
Écarté: OG0021583.fa (2 séquences, 2 espèces)
Écarté: OG0058776.fa (1 séquences, 1 espèces)
Écarté: OG0000359.fa (243 séquences, 17 espèces)
Écarté: OG0027995.fa (1 séquences, 1 espèces)
Écarté: OG0010317.fa (15 séquences, 7 espèces)
Écarté: OG0022812.fa (2 séquences, 1 espèces)
Écarté: OG0048837.fa (1 séquences, 1 espèces)
Écarté: OG0027989.fa (1 séquences, 1 espèces)
Écarté: OG0033623.fa (1 séquences, 1 espèces)
Écarté: OG0048093.fa (1 séquences, 1 espèces)
